M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
4621822	[5-(4-amino-2-oxo-1-pyrimidinyl)-2-oxolanyl]methyl dihydrogen phosphate	RAJMXAZJKUGYGW	Nc1ccn(c(=O)n1)C1CCC(O1)COP(=O)(O)O	C9H14N3O6P	0.0		
4645264	(3S)-3-hydroxy-2-oxolanone	FWIBCWKHNZBDLS	O=C1OCCC1O	C4H6O3	0.0		
4674662	3-hydroxy-2-methyl-2,3-dihydropyran-4-one	PCECDTGFEXTFNO	CC1OC=CC(=O)C1O	C6H8O3	0.0		
5101503	2,3,4,5,6-pentahydroxyheptanoic acid	GGWZPCSVNVCONW	CC(C(C(C(C(C(=O)O)O)O)O)O)O	C7H14O7	0.0		
5123577	3-amino-4-phenyl-2-butanone	RTUDQBPZFFIRAD	NC(C(=O)C)Cc1ccccc1	C10H13NO	0.0		
5176798	2-amino-1,3-diphenyl-1-propanone	FLVSDXZOBZUNOB	O=C(c1ccccc1)C(Cc1ccccc1)N	C15H15NO	0.0		
5186474	3-phenyloxirane-2-carboxylic acid	HALONVPKHYIEQU	OC(=O)C1OC1c1ccccc1	C9H8O3	0.0		
5248753	4-(hydroxymethylamino)benzoic acid	APCBSUUAURYXCW	OCNc1ccc(cc1)C(=O)O	C8H9NO3	0.0		
5308973	2,3-diaminopropanoic acid methyl ester	WLXXVJOVQCQAMX	COC(=O)C(CN)N	C4H10N2O2	0.0		
5309017	ethyl 3-hydroxyprop-2-enoate	NINSPLAPBBAHEW	CCOC(=O)C=CO	C5H8O3	0.0		
5310257	2-aminoethane-1,1-diol	MLFIYYDKLNZLAO	NCC(O)O	C2H7NO2	0.0		
5345506	1,2-diaminopropan-1-ol	YMBJHDGTYWEKOY	NC(C(N)C)O	C3H10N2O	0.0		
5367828	4-amino-3,4-dihydro-1H-pyrimidin-2-one	VHCGYVGVWSLOHQ	NC1NC(=O)NC=C1	C4H7N3O	0.0		
5427330	(2S,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	RKWHWFONKJEUEF	OCC1OC(Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)C(C(C1O)O)O	C21H21O11+	1.0		
5443990	5-hydroxy-2-(4-hydroxyphenyl)-3-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-1-benzopyran-7-one	LOPAXYRUFHKGFO	OCC1OC(Oc2cc3c(O)cc(=O)cc3oc2c2ccc(cc2)O)C(C(C1O)O)O	C21H20O10	0.0		
5448577	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl] [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1H-benzo[g]pteridin-10-ium-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate	IMGVNJNCCGXBHD	O=c1[nH]c(=O)c2c([nH]1)[n+](CC(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc3c1ncnc3N)O)O)O)O)O)c1c(n2)cc(c(c1)C)C	C27H34N9O15P2+	1.0		
5449136	[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1H-benzo[g]pteridin-10-ium-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate	ANKZYBDXHMZBDK	O=c1[nH]c(=O)c2c([nH]1)[n+](CC(C(C(COP(=O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C	C17H22N4O9P+	1.0		
5453330	(2R,3R)-2,3,4-trihydroxy-3,6-dihydro-2H-pyran-6-carboxylic acid	LJKVWDKBOOPWEC	OC(=O)C1OC(O)C(C(=C1)O)O	C6H8O6	0.0		
5457102	[(Z)-2,3-dihydroxyallyl] dihydrogen phosphate	ABUFTUOVWNZZSN	OC=C(COP(=O)(O)O)O	C3H7O6P	0.0		
5459344	(2S)-2-amino-3-phenylpropane-1,1-diol	IFTWVTAUEXLCHB	NC(C(O)O)Cc1ccccc1	C9H13NO2	0.0		
5460762	(Z)-1-propene-1,2,3-triol	YTXCQYABGWUXFL	OCC(=CO)O	C3H6O3	0.0		
5461255	1-(hydroxyamino)ethanol	KWZFUPUGWRYQRF	ONC(O)C	C2H7NO2	0.0		
5461670	(3R,4S,5R)-3,4-dihydroxy-5-phosphonooxy-1-cyclohexenecarboxylic acid	ZTKHATQQGAVPBM	OC1C(O)C=C(CC1OP(=O)(O)O)C(=O)O	C7H11O8P	0.0		
5462572	(1R,4R,5R)-1,4,5-trihydroxycyclohex-2-ene-1-carboxylic acid	VTEDVYGIJPLVFF	OC1C=CC(CC1O)(O)C(=O)O	C7H10O5	0.0		
5462594	1-cyclohexa-1,5-dienol	FQEMARONUOAYGT	OC1=CCCC=C1	C6H8O	0.0		
5465154	(2S)-2-amino-3-phenylpropanal	CQIUZHAQYHXKRY	O=CC(Cc1ccccc1)N	C9H11NO	0.0		
5469126	2-hydroxy-3-phosphonopropanoic acid	CDEGTXUGFDWJAA	OC(=O)C(CP(=O)(O)O)O	C3H7O6P	0.0		
5472097	(2S)-2,6-diaminohexanal	YUZOKOFJOOANSW	NCCCCC(C=O)N	C6H14N2O	0.0		
5476384	(2R)-2-(carboxyamino)propanoic acid	JCVPWRQVQNVNGU	OC(=O)NC(C(=O)O)C	C4H7NO4	0.0		
5479281	aminomethanediol	RLQMACPTWZLKDP	NC(O)O	CH5NO2	0.0		
5485376	Glycolaldehyde phosphate	LSAQVYAXNBXMMR	O=CCOP(=O)(O)O	C2H5O5P	0.0		
5486966	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl] [[[[(2R,3S,4R,5R)-5-(2,4-dioxo-1-pyrimidinyl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate	CPTLFMDLEWCNMJ	O=c1ccn(c(=O)[nH]1)C1OC(C(C1O)O)COP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)O)O)O)O	C19H28N7O24P5	0.0		
5488427	(1S)-cyclohexa-3,5-diene-1,2,3-triol	JGLUUJNPMLCHBV	OC1C(O)C=CC=C1O	C6H8O3	0.0		
5488830	(4R,5R)-4,5,6-trihydroxyhexanoic acid	WIPFUNOPERMBGL	OCC(C(CCC(=O)O)O)O	C6H12O5	0.0		
5489144	(1-formyl-2-hydroxy-ethyl) dihydrogen phosphate	XWNOCINUJAJTTH	OCC(OP(=O)(O)O)C=O	C3H7O6P	0.0		
5489199	2,3-dihydroxybenzamide	QCIDBNKTKNBPKM	NC(=O)c1cccc(c1O)O	C7H7NO3	0.0		
5511784	[[(2S,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-2,5-dihydrofuran-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate	ODABMYZCVVKNPM	Nc1ccn(c(=O)n1)C1C=CC(O1)COP(=O)(OP(=O)(OP(=O)(O)O)O)O	C9H14N3O12P3	0.0		
5547329	[[(2R,3S,4S,5R)-5-(6-amino-2-oxo-1,6-dihydropyrimidin-3-yl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate	GUHXSYLPROPIDM	NC1C=CN(C(=O)N1)C1OC(C(C1O)O)COP(=O)(OP(=O)(OP(=O)(O)O)O)O	C9H18N3O14P3	0.0		
5599665	(3S)-3-amino-1,4-diphenyl-2-butanone	USTQWSXTPXSCQL	O=C(C(Cc1ccccc1)N)Cc1ccccc1	C16H17NO	0.0		
5925359	oxourea	QBPFLGQMJZOZIV	O=NC(=O)N	CH2N2O2	0.0		
5952378	2-[(2-amino-6-oxo-3H-purin-9-yl)methoxy]ethyl phosphono hydrogen phosphate	STXXGSWOWSSPRV	Nc1nc(=O)c2c([nH]1)n(COCCOP(=O)(OP(=O)(O)O)O)cn2	C8H13N5O9P2	0.0		
6058670	[(2R,3S,4S,5R)-5-(6-amino-2-oxo-1,6-dihydropyrimidin-3-yl)-3,4-dihydroxy-2-oxolanyl]methyl dihydrogen phosphate	NMMGLUCLJUYUCQ	NC1C=CN(C(=O)N1)C1OC(C(C1O)O)COP(=O)(O)O	C9H16N3O8P	0.0		
6063945	6-hydroxy-1H-pyrimidine-2,4-dione	GWEJPUMJAQFCBN	Oc1cc(=O)[nH]c(=O)[nH]1	C4H4N2O3	0.0		
6117764	2-Mercapto-1-oxoniaethene	AWIJRPNMLHPLNC	SC=O	CH2OS	0.0		
6150126	1-aminoethanol	UJPKMTDFFUTLGM	CC(O)N	C2H7NO	0.0		
6226589	phenyl 3-phenylpropanoate	VIGODTIMSIHKSD	O=C(Oc1ccccc1)CCc1ccccc1	C15H14O2	0.0		
6257054	3-formamidopropanoic acid	MSEDDDMEHWJQEK	O=CNCCC(=O)O	C4H7NO3	0.0		
6330087	2-amino-N-ethylpropanamide	SKPCTMWFLGENTL	CCNC(=O)C(N)C	C5H12N2O	0.0		
6335352	3-methyloxirane-2-carboxylic acid	SEDGGCMDYFKAQN	CC1OC1C(=O)O	C4H6O3	0.0		
6468004	1-cyclohexa-2,4-dienylmethanol	OPKBTADLGAZTRW	OCC1CC=CC=C1	C7H10O	0.0		
6517164	2-amino-3-phenylpropanenitrile	AVXNAHRDJXOJHT	NC(Cc1ccccc1)C#N	C9H10N2	0.0		
6702603	3-(4-chlorophenyl)-2-oxopropanoic acid	VRYUGTMBOLOQTA	O=C(C(=O)O)Cc1ccc(cc1)Cl	C9H7ClO3	0.0		
6907785	1,4-diphenylbutane-1,2,4-trione	IGHNCOCVHRDKQI	O=C(C(=O)c1ccccc1)CC(=O)c1ccccc1	C16H12O3	0.0		
7213265	2-butene-2,3-diol	ZOKIXFGMWAHYDQ	CC(=C(O)C)O	C4H8O2	0.0		
7235324	cyclohexa-2,6-diene-1,2-diol	BHNBOXYNHDEBLT	OC1=CCCC=C1O	C6H8O2	0.0		
7237895	1-cyclohexenol	QHDHNVFIKWGRJR	OC1=CCCCC1	C6H10O	0.0		
7271256	(2R)-propane-1,1,2,3-tetrol	MQVRLONNONYDJP	OCC(C(O)O)O	C3H8O4	0.0		
7281120	(2R,4R)-2-amino-4-hydroxypentanoic acid	SBRVJFMQKPUAGQ	CC(CC(C(=O)O)N)O	C5H11NO3	0.0		
7292255	4-[(4-aminobenzoyl)amino]benzoic acid	WQJFKWNHMPAYNT	Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)O	C14H12N2O3	0.0		
7432143	[(2R,3S)-2,3,4-trihydroxypentyl] dihydrogen phosphate	YPXGTKHZRCDZTL	CC(C(C(COP(=O)(O)O)O)O)O	C5H13O7P	0.0		
7537290	2-(3,4-dihydroxyphenyl)-3,6-dihydroxy-chromen-4-one	BXPBSBBFPNTFFT	Oc1ccc2c(c1)c(=O)c(c(o2)c1ccc(c(c1)O)O)O	C15H10O6	0.0		
8258620	(3R)-3-amino-3-(3-hydroxyphenyl)propanoic acid	NYHNEKBZZXSUNO	OC(=O)CC(c1cccc(c1)O)N	C9H11NO3	0.0		
8647719	2-[(4-aminobenzoyl)amino]benzoic acid	TWCZFZWZLLVQRA	Nc1ccc(cc1)C(=O)Nc1ccccc1C(=O)O	C14H12N2O3	0.0		
9421205	4-(2-carboxyethyl)benzoic acid	QSPCOYVUYYFWAU	OC(=O)CCc1ccc(cc1)C(=O)O	C10H10O4	0.0		
9881305	4-[(4-hydroxybenzoyl)amino]benzoic acid	ZPZYNQWLNQGUML	Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)O	C14H11NO4	0.0		
13406958	phenyl 4-aminobenzoate	HGRXBNZHQKXDPL	Nc1ccc(cc1)C(=O)Oc1ccccc1	C13H11NO2	0.0		
26091944	2,2-dihydroxyacetic acid	GOCCREQJUBABAL	OC(=O)C(O)O	C2H4O4	0.0		
26497490	(2S,3S)-3-amino-2-hydroxy-3-(3-hydroxyphenyl)propanoic acid	FLLPLXAYGBSBQR	OC(=O)C(C(c1cccc(c1)O)N)O	C9H11NO4	0.0		
26819864	2-phenylethane-1,1-diol	MHQSYLJLQJENAQ	OC(Cc1ccccc1)O	C8H10O2	0.0		
29118203	phenyl 2-oxopropanoate	LMKPPOCIIACDQU	O=C(C(=O)C)Oc1ccccc1	C9H8O3	0.0		
29130715	4-amino-3-oxobutanoic acid	YCSUSNVQZDYEKF	NCC(=O)CC(=O)O	C4H7NO3	0.0		
29243473	ethylcarbamic acid	KWBIXTIBYFUAGV	CCNC(=O)O	C3H7NO2	0.0		
29334032	(2R,3S,4R,5R)-6-amino-2,3,4,5-tetrahydroxyhexanal	HDXVFGYNQCBFKD	NCC(C(C(C(C=O)O)O)O)O	C6H13NO5	0.0		
29746929	[[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-3,4-dihydroxy-2-oxolanyl]methoxy-hydroxyphosphoryl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate	ZBQGNTDXMLQDQJ	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(O)O)O)O)O)OC(C1O)n1ccc(nc1=O)N	C9H17N3O17P4	0.0		
29747990	(2R,3S)-2-amino-3,4-dihydroxybutanal	UQNPMNUVBRVOCQ	OCC(C(C=O)N)O	C4H9NO3	0.0		
29753534	[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-4-hydroxy-2-(phosphonooxymethyl)-3-oxolanyl] dihydrogen phosphate	MVGIITUCOOTSAP	OC1C(OP(=O)(O)O)C(OC1n1ccc(nc1=O)N)COP(=O)(O)O	C9H15N3O11P2	0.0		
29754305	(3S,4R,5R)-3,4,5,6-tetrahydroxyhexan-2-one	IXDZFGATLNCIOI	OCC(C(C(C(=O)C)O)O)O	C6H12O5	0.0		
29758512	S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethyl] 2-hydroxyethanethioate	KLHKNYVUTZICKN	OCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C23H38N7O18P3S	0.0		
29759657	1-hydroxypropan-2-yl dihydrogen phosphate	ZMDUZDDEKLPAHM	OCC(OP(=O)(O)O)C	C3H9O5P	0.0		
29762995	5-[2-[[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-2-oxolanyl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethyl-1-oxobutyl]amino]-1-oxopropyl]amino]ethylthio]-3-hydroxy-5-oxopentanoic acid	IIYZSYKTQRIPRG	OC(CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)CC(=O)O	C26H42N7O20P3S	0.0		
29767124	1-(2-carboxy-2-hydroxyethyl)-4-hydroxy-1-cyclohexa-2,5-dienecarboxylic acid	NJHQXJPGTQOYFN	OC(=O)C(CC1(C=CC(C=C1)O)C(=O)O)O	C10H12O6	0.0		
29798843	(2R)-4-amino-2-formamido-4-oxobutanoic acid	JAVLYLWAJRRFPC	O=CNC(C(=O)O)CC(=O)N	C5H8N2O4	0.0		
33194136	2-[[5-amino-4,6-dihydroxy-2-(hydroxymethyl)-3-oxanyl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	PNIWLNAGKUGXDO	OCC1OC(O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)N	C12H23NO10	0.0		
36798137	1-amino-3-phenyl-2-propanol	JIIXMZQZEAAIJX	NCC(Cc1ccccc1)O	C9H13NO	0.0		
36807915	3-hydroxy-1,4-diphenylbutane-1,2,4-trione	TZFUWEUNWPZLTG	O=C(C(C(=O)c1ccccc1)O)C(=O)c1ccccc1	C16H12O4	0.0		
37699359	2,3-dioxobutanoic acid	WYIVDYGTKGEJLC	O=C(C(=O)O)C(=O)C	C4H4O4	0.0		
39852557	(4-cyanophenyl) 4-aminobenzoate	BPXCGADJRKZXEE	N#Cc1ccc(cc1)OC(=O)c1ccc(cc1)N	C14H10N2O2	0.0		
40483917	phenyl 2-amino-3-phenyl-propanoate	YZFRHSHVCYYGMW	NC(C(=O)Oc1ccccc1)Cc1ccccc1	C15H15NO2	0.0		
40778955	1,4-diaminobutane-2,3-diol	HYXRUUHQXNAFAJ	NCC(C(CN)O)O	C4H12N2O2	0.0		
40824280	3-hydroxypropanamide	SMGLHFBQMBVRCP	NC(=O)CCO	C3H7NO2	0.0		
43156364	4,4-dihydroxybutanoic acid	VLZDQMVCSFFDNB	OC(CCC(=O)O)O	C4H8O4	0.0		
44226923	3-aminobutan-2-one	OLYWGXUJESDUAC	CC(=O)C(N)C	C4H9NO	0.0		
44248462	2-aminovinyl dihydrogen phosphate	KYMLMTPYCDIFEC	NC=COP(=O)(O)O	C2H6NO4P	0.0		
45277688	4-(3-aminopropyl)phenol	AEMHLIHHQUOOGP	NCCCc1ccc(cc1)O	C9H13NO	0.0		
45902361	3-amino-4-phenyl-2-butanol	SMZUMFSKQVVOOV	NC(C(O)C)Cc1ccccc1	C10H15NO	0.0		
45987930	2-amino-3-(1-formylindol-3-yl)propanoic acid	KRUDZOGZZBVSHD	O=Cn1cc(c2c1cccc2)CC(C(=O)O)N	C12H12N2O3	0.0		
46448507	3-oxobutanal	PKQIDSVLSKFZQC	O=CCC(=O)C	C4H6O2	0.0		
47981204	N'-cyanomethanimidamide	UABPXJLZXHRTBQ	NC=NC#N	C2H3N3	0.0		
48374528	ethene-1,1,2,2-tetrol	BEKFZMITRGBPCF	OC(=C(O)O)O	C2H4O4	0.0		
51124213	4-(4-hydroxybenzoyl)oxybenzoic acid	XEWYFIXXJRNLJV	Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)O	C14H10O5	0.0		
51347235	2-Dehydro-3-deoxy-D-gluconate	HYLXERCBYWMYGC	OCC(=O)CC(C(C(=O)O)O)O	C6H10O6	0.0		
52158191	Orthoformic acid	RLAHWVDQYNDAGG	OC(O)O	CH4O3	0.0		
52163683	2-aminopropane-1,1,3-triol	GYCHFOCCXMWDKY	OCC(C(O)O)N	C3H9NO3	0.0		
52263100	3,3-dihydroxypropanoic acid	IPFDALLIRXQJDG	OC(CC(=O)O)O	C3H6O4	0.0		
52305904	ethane-1,1,2-triol	VIBDJEWPNNCFQO	OCC(O)O	C2H6O3	0.0		
52384612	1-aminopropan-1-ol	MXZROAOUCUVNHX	CCC(O)N	C3H9NO	0.0		
52416627	(4-hydroxyphenyl)methanediol	AIBXBLOFSGQYFA	Oc1ccc(cc1)C(O)O	C7H8O3	0.0		
52615785	Apigenin	KZNIFHPLKGYRTM	Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O	C15H10O5	0.0	CHEMBL28,CPD-431,DB07352,FDB002798,HMDB0002124	C01477
52677497	2-iminoacetaldehyde	PJXKDAHSYZDMOY	N=CC=O	C2H3NO	0.0		
52680335	(2R)-4-amino-2-hydroxybutanal	YBZVXGFYRGTTIX	NCCC(C=O)O	C4H9NO2	0.0		
52695654	(1R,2S)-1-aminopropane-1,2-diol	UZUMQQZPGOFJBQ	NC(C(O)C)O	C3H9NO2	0.0		
52908417	2-ureidobenzoic acid	WIVRIZOJCNHCPS	NC(=O)Nc1ccccc1C(=O)O	C8H8N2O3	0.0		
52982058	2-(3,4-dihydroxyphenyl)-3,6,7-trihydroxy-chromen-4-one	HWTZYBCRDDUBJY	Oc1ccc(cc1O)c1oc2cc(O)c(cc2c(=O)c1O)O	C15H10O7	0.0		
53031418	(2S)-2-methyl-2,3-dihydropyran-4-one	QQOGPTKWBZTBHM	CC1CC(=O)C=CO1	C6H8O2	0.0		
53049782	4,4-dihydroxybut-3-enoic acid	GVBQFWCQZQTKKL	OC(=CCC(=O)O)O	C4H6O4	0.0		
53051308	4-amino-5-hydroxypentanoic acid	JPYGFLFUDLRNKX	OCC(CCC(=O)O)N	C5H11NO3	0.0		
54387275	3-hydroxy-4,5-bis($l^{1}-oxidanyl)benzoic acid	IMQOXXXEFPRTQU	OC(=O)c1cc([O])c(c(c1)O)[O]	C7H4O5	0.0		
54440789	3-[[(2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-oxanyl]oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyran-4-one	FMDABYSWHIAMNR	OCC1OC(Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O	C27H30O16	0.0		
54467414	(2R,3R,4S,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)-2-oxolanecarboxylic acid	LXQWHMQOSMCJIZ	OC1C(COP(=O)(O)O)OC(C1O)(O)C(=O)O	C6H11O10P	0.0		
59937801	2-amino-3-$l^{1}-selanylpropanoic acid	FDKWRPBBCBCIGA	NC(C(=O)O)C[Se]	C3H6NO2Se	0.0		
59937812	2-amino-4-$l^{1}-selanylbutanoic acid	IGDAEYVCCNGPNW	NC(C(=O)O)CC[Se]	C4H8NO2Se	0.0		
60015816	[(3S)-3-acetamido-3-carboxypropyl]-hydroxy-oxophosphonium	YAHRFRPXRQYSSY	O[P+](=O)CCC(C(=O)O)NC(=O)C	C6H11NO5P+	1.0		
60316387	2-aminopropane-1,1-diol	QEKPBYCXURULNE	CC(C(O)O)N	C3H9NO2	0.0		
60530960	5,7-dihydroxy-2-(4-hydroxyphenyl)chromane-3,4-dione	FMQGOSLZLQKFAM	Oc1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1=O)O	C15H10O6	0.0		
60533728	aminomethanol	XMYQHJDBLRZMLW	NCO	CH5NO	0.0		
60533937	(Z)-2,3-dihydroxyprop-2-enoic acid	XHDBNNIXWWTOFN	OC=C(C(=O)O)O	C3H4O4	0.0		
60628756	1-phenylbutane-2,3-dione	WZLKRAJHCPNZAA	O=C(C(=O)C)Cc1ccccc1	C10H10O2	0.0		
63169727	(3S,4R)-3,4-dihydroxypentan-2-one	FFYGQZADJGVPGT	CC(C(C(=O)C)O)O	C5H10O3	0.0		
64361880	[(2S,3R)-2,3-dihydroxy-4,5-dioxopentyl] dihydrogen phosphate	XKNFBDCDPWQLCL	O=CC(=O)C(C(COP(=O)(O)O)O)O	C5H9O8P	0.0		
65847773	(2R)-2-formamido-2-phenylacetate	AZTYHYHSDPMHRA	O=CNC(c1ccccc1)C(=O)[O-]	C9H8NO3-	-1.0		
66258325	2-[diaminomethylene(methyl)ammonio]acetate	WXOFJMWQRNARBH	[O-]C(=O)C[N+](=C(N)N)C	C4H9N3O2	0.0	cpd00250,MNXM400	
76809307	N,N-diformylacetamide	ZAHBLOGBMDVRDK	O=CN(C(=O)C)C=O	C4H5NO3	0.0		
94556011	2-[(2S)-2-oxiranyl]acetic acid	ZVNYKZKUBKIIAH	OC(=O)CC1CO1	C4H6O3	0.0		
94804673	5,6,7-trihydroxy-2-phenyl-chroman-4-one	GPDJGLOROGNHJD	O=C1CC(Oc2c1c(O)c(c(c2)O)O)c1ccccc1	C15H12O5	0.0		
94816461	2-[(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)methoxy]ethyl dihydrogen phosphate	VXVKZGFDZHUKAO	O=c1nc(N)[nH]c2c1NCN2COCCOP(=O)(O)O	C8H14N5O6P	0.0		
94890401	2-methylpyran-3,4-dione	HYMLWHLQFGRFIY	O=C1C(C)OC=CC1=O	C6H6O3	0.0		
95045261	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chromane-3,4-dione	UMVWYQXKBPJMOF	Oc1cc2OC(c3ccc(c(c3)O)O)C(=O)C(=O)c2c(c1)O	C15H10O7	0.0		
95217994	(2S,4R)-2,5-diamino-4-hydroxypentanoic acid	ZVDGZUVHJGGWSG	NCC(CC(C(=O)O)N)O	C5H12N2O3	0.0		
95451811	4-pentene-2,3-dione	DIZBESKOLJEDAW	CC(=O)C(=O)C=C	C5H6O2	0.0		
95610333	[hydroxy-[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxyphosphoryl]oxyphosphoryl] phosphono hydrogen phosphate	LSYVCAOPFHHUHM	OP(=O)(OP(=O)(OP(=O)(O)O)O)OP(=O)(OP(=O)(OP(=O)(O)O)O)O	H8O19P6	0.0		
95750518	2,3-dihydroxypentanedioic acid	VMUSHTGZIIQLRG	OC(=O)CC(C(C(=O)O)O)O	C5H8O6	0.0		
96225376	2,3-diphosphonooxypropyl dihydrogen phosphate	FRKBLBQTSTUKOV	OP(=O)(OC(COP(=O)(O)O)COP(=O)(O)O)O	C3H11O12P3	0.0		
96381659	2-(2-oxiranyl)ethanol	AVSUMWIDHQEMPD	OCCC1CO1	C4H8O2	0.0		
96816971	[3,5-dihydroxy-2-(3-hydroxy-4-sulfooxy-phenyl)-4-oxo-chromen-7-yl] hydrogen sulfate	JGPKFVBNXITRAO	Oc1cc(ccc1OS(=O)(=O)O)c1oc2cc(cc(c2c(=O)c1O)O)OS(=O)(=O)O	C15H10O13S2	0.0		
97013144	[2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4-oxo-chromen-7-yl] hydrogen sulfate	JBZKUBCDMZUWNG	Oc1ccc(cc1O)c1oc2cc(cc(c2c(=O)c1O)O)OS(=O)(=O)O	C15H10O10S	0.0		
97140874	indolin-5-ol	MPCXQPXCYDDJSR	Oc1ccc2c(c1)CCN2	C8H9NO	0.0		
97373559	[[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)-2-oxolanyl]methoxy-hydroxyphosphoryl] [[[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)-2-oxolanyl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate	KYJXPZGTTCNKKX	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2[nH]cnc3=O)O)O)O)O)OC(C1O)n1cnc2c1[nH]cnc2=O	C20H26N8O21P4	0.0		
97385413	(Z)-1-hexen-1-ol	JHEPBQHNVNUAFL	CCCCC=CO	C6H12O	0.0		
97852588	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[7-hydroxy-3-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-2-(3,4,5-trihydroxyphenyl)-1-benzopyrylium-5-yl]oxy]oxane-3,4,5-triol	XCTGXGVGJYACEI	OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C27H31O17+	1.0		
